alpha3,sex,year,life_expectancy
ISL,women,2000,81.6
ISL,women,2001,83.2
ISL,women,2002,82.5
ISL,women,2003,82.5
ISL,women,2004,83.2
ISL,women,2005,83.5
ISL,women,2006,82.9
ISL,women,2007,83.4
ISL,women,2008,83.3
ISL,women,2009,83.8
ISL,women,2010,84.1
ISL,women,2011,84.1
ISL,women,2012,84.3
ISL,women,2013,83.7
ISL,women,2014,84.5
ISL,women,2015,83.8
ISL,women,2016,84.1
ISL,women,2017,84.3
ISL,women,2018,84.5
ISL,women,2019,84.7
ISL,women,2020,84.5
IRL,men,1960,68.1
IRL,men,1970,68.8
IRL,men,1978,68.1
IRL,men,1979,69.5
IRL,men,1980,70.1
IRL,men,1981,70.1
IRL,men,1982,70.1
IRL,men,1985,70.7
IRL,men,1986,70.8
IRL,men,1987,71.6
IRL,men,1988,71.7
IRL,men,1989,71.7
IRL,men,1990,72.1
IRL,men,1991,72.3
IRL,men,1992,72.7
IRL,men,1993,72.5
IRL,men,1994,73.1
IRL,men,1995,72.8
IRL,men,1996,73.1
IRL,men,1997,73.4
IRL,men,1998,73.4
IRL,men,1999,73.4
IRL,men,2000,74
IRL,men,2001,74.5
IRL,men,2002,75
IRL,men,2003,75.7
IRL,men,2004,76.1
IRL,men,2005,76.7
IRL,men,2006,76.9
IRL,men,2007,77.3
IRL,men,2008,77.9
IRL,men,2009,77.8
IRL,men,2010,78.5
IRL,men,2011,78.6
IRL,men,2012,78.7
IRL,men,2013,78.9
IRL,men,2014,79.3
IRL,men,2015,79.6
IRL,men,2016,79.8
IRL,men,2017,80.4
IRL,men,2018,80.4
IRL,men,2019,80.8
IRL,everyone,1960,70
IRL,everyone,1970,71.2
IRL,everyone,1978,71.5
IRL,everyone,1979,72.3
IRL,everyone,1980,72.9
IRL,everyone,1981,72.9
IRL,everyone,1982,72.9
IRL,everyone,1985,73.4
IRL,everyone,1986,73.6
IRL,everyone,1987,74.5
IRL,everyone,1988,74.5
IRL,everyone,1989,74.5
IRL,everyone,1990,74.9
IRL,everyone,1991,75.1
IRL,everyone,1992,75.5
IRL,everyone,1993,75.3
IRL,everyone,1994,75.9
IRL,everyone,1995,75.6
IRL,everyone,1996,75.9
IRL,everyone,1997,76.1
IRL,everyone,1998,76.3
IRL,everyone,1999,76.2
IRL,everyone,2000,76.6
IRL,everyone,2001,77.2
IRL,everyone,2002,77.7
IRL,everyone,2003,78.2
IRL,everyone,2004,78.6
IRL,everyone,2005,79
IRL,everyone,2006,79.3
IRL,everyone,2007,79.7
IRL,everyone,2008,80.2
IRL,everyone,2009,80.3
IRL,everyone,2010,80.8
IRL,everyone,2011,80.8
IRL,everyone,2012,80.9
IRL,everyone,2013,81
IRL,everyone,2014,81.4
IRL,everyone,2015,81.5
IRL,everyone,2016,81.7
IRL,everyone,2017,82.2
IRL,everyone,2018,82.3
IRL,everyone,2019,82.8
IRL,women,1960,71.9
IRL,women,1970,73.5
IRL,women,1978,74.9
IRL,women,1979,75
IRL,women,1980,75.6
IRL,women,1981,75.6
IRL,women,1982,75.6
IRL,women,1985,76.1
IRL,women,1986,76.4
IRL,women,1987,77.3
IRL,women,1988,77.3
IRL,women,1989,77.2
IRL,women,1990,77.7
IRL,women,1991,77.9
IRL,women,1992,78.3
IRL,women,1993,78.1
IRL,women,1994,78.6
IRL,women,1995,78.3
IRL,women,1996,78.7
IRL,women,1997,78.7
IRL,women,1998,79.1
IRL,women,1999,78.9
IRL,women,2000,79.2
IRL,women,2001,79.9
IRL,women,2002,80.4
IRL,women,2003,80.7
IRL,women,2004,81.1
IRL,women,2005,81.3
IRL,women,2006,81.7
IRL,women,2007,82.1
IRL,women,2008,82.4
IRL,women,2009,82.7
IRL,women,2010,83.1
IRL,women,2011,83
IRL,women,2012,83.1
IRL,women,2013,83.1
IRL,women,2014,83.5
IRL,women,2015,83.4
IRL,women,2016,83.6
IRL,women,2017,84
IRL,women,2018,84.1
IRL,women,2019,84.7
ITA,men,1961,67.2
ITA,men,1971,69
ITA,men,1974,69.5
ITA,men,1975,69.5
ITA,men,1976,69.6
ITA,men,1977,70
ITA,men,1978,70.4
ITA,men,1979,70.6
ITA,men,1980,70.6
ITA,men,1981,70.9
ITA,men,1982,71.3
ITA,men,1983,71.5
ITA,men,1984,71.8
ITA,men,1985,72.3
ITA,men,1986,72.6
ITA,men,1987,73
ITA,men,1988,73.2
ITA,men,1989,73.6
ITA,men,1990,73.8
ITA,men,1991,73.8
ITA,men,1992,74.2
ITA,men,1993,74.6
ITA,men,1994,74.8
ITA,men,1995,75
ITA,men,1996,75.4
ITA,men,1997,75.8
ITA,men,1998,76
ITA,men,1999,76.4
ITA,men,2000,76.9
ITA,men,2001,77.2
ITA,men,2002,77.4
ITA,men,2003,77.3
ITA,men,2004,78
ITA,men,2005,78.1
ITA,men,2006,78.6
ITA,men,2007,78.8
ITA,men,2008,78.9
ITA,men,2009,79.1
ITA,men,2010,79.5
ITA,men,2011,79.7
ITA,men,2012,79.8
ITA,men,2013,80.3
ITA,men,2014,80.7
ITA,men,2015,80.3
ITA,men,2016,81
ITA,men,2017,80.8
ITA,men,2018,81.2
ITA,men,2019,81.4
ITA,men,2020,80.1
ITA,everyone,1961,69.8
ITA,everyone,1971,72
ITA,everyone,1974,72.6
ITA,everyone,1975,72.7
ITA,everyone,1976,72.8
ITA,everyone,1977,73.4
ITA,everyone,1978,73.8
ITA,everyone,1979,74.1
ITA,everyone,1980,74
ITA,everyone,1981,74.3
ITA,everyone,1982,74.7
ITA,everyone,1983,74.8
ITA,everyone,1984,75
ITA,everyone,1985,75.6
ITA,everyone,1986,75.9
ITA,everyone,1987,76.3
ITA,everyone,1988,76.5
ITA,everyone,1989,76.9
ITA,everyone,1990,77.1
ITA,everyone,1991,77.1
ITA,everyone,1992,77.5
ITA,everyone,1993,77.8
ITA,everyone,1994,78
ITA,everyone,1995,78.3
ITA,everyone,1996,78.6
ITA,everyone,1997,78.9
ITA,everyone,1998,79.1
ITA,everyone,1999,79.5
ITA,everyone,2000,79.9
ITA,everyone,2001,80.2
ITA,everyone,2002,80.3
ITA,everyone,2003,80.1
ITA,everyone,2004,80.9
ITA,everyone,2005,80.9
ITA,everyone,2006,81.4
ITA,everyone,2007,81.5
ITA,everyone,2008,81.6
ITA,everyone,2009,81.7
ITA,everyone,2010,82.1
ITA,everyone,2011,82.3
ITA,everyone,2012,82.3
ITA,everyone,2013,82.8
ITA,everyone,2014,83.2
ITA,everyone,2015,82.6
ITA,everyone,2016,83.3
ITA,everyone,2017,83
ITA,everyone,2018,83.4
ITA,everyone,2019,83.6
ITA,everyone,2020,82.4
ITA,women,1961,72.3
ITA,women,1971,74.9
ITA,women,1974,75.6
ITA,women,1975,75.8
ITA,women,1976,76
ITA,women,1977,76.7
ITA,women,1978,77.2
ITA,women,1979,77.5
ITA,women,1980,77.4
ITA,women,1981,77.6
ITA,women,1982,78
ITA,women,1983,78.1
ITA,women,1984,78.2
ITA,women,1985,78.8
ITA,women,1986,79.1
ITA,women,1987,79.6
ITA,women,1988,79.7
ITA,women,1989,80.2
ITA,women,1990,80.3
ITA,women,1991,80.4
ITA,women,1992,80.8
ITA,women,1993,81
ITA,women,1994,81.2
ITA,women,1995,81.5
ITA,women,1996,81.8
ITA,women,1997,82
ITA,women,1998,82.1
ITA,women,1999,82.6
ITA,women,2000,82.8
ITA,women,2001,83.2
ITA,women,2002,83.2
ITA,women,2003,82.8
ITA,women,2004,83.7
ITA,women,2005,83.6
ITA,women,2006,84.1
ITA,women,2007,84.2
ITA,women,2008,84.2
ITA,women,2009,84.3
ITA,women,2010,84.7
ITA,women,2011,84.8
ITA,women,2012,84.8
ITA,women,2013,85.2
ITA,women,2014,85.6
ITA,women,2015,84.9
ITA,women,2016,85.6
ITA,women,2017,85.2
ITA,women,2018,85.6
ITA,women,2019,85.7
ITA,women,2020,84.7
JPN,men,1960,65.3
JPN,men,1961,66
JPN,men,1962,66.2
JPN,men,1963,67.2
JPN,men,1964,67.7
JPN,men,1965,67.7
JPN,men,1966,68.4
JPN,men,1967,68.9
JPN,men,1968,69.1
JPN,men,1969,69.2
JPN,men,1970,69.3
JPN,men,1971,70.2
JPN,men,1972,70.5
JPN,men,1973,70.7
JPN,men,1974,71.2
JPN,men,1975,71.7
JPN,men,1976,72.2
JPN,men,1977,72.7
JPN,men,1978,73
JPN,men,1979,73.5
JPN,men,1980,73.4
JPN,men,1981,73.8
JPN,men,1982,74.2
JPN,men,1983,74.2
JPN,men,1984,74.5
JPN,men,1985,74.8
JPN,men,1986,75.2
JPN,men,1987,75.6
JPN,men,1988,75.5
JPN,men,1989,75.9
JPN,men,1990,75.9
JPN,men,1991,76.1
JPN,men,1992,76.1
JPN,men,1993,76.3
JPN,men,1994,76.6
JPN,men,1995,76.4
JPN,men,1996,77
JPN,men,1997,77.2
JPN,men,1998,77.2
JPN,men,1999,77.1
JPN,men,2000,77.7
JPN,men,2001,78.1
JPN,men,2002,78.3
JPN,men,2003,78.4
JPN,men,2004,78.6
JPN,men,2005,78.6
JPN,men,2006,79
JPN,men,2007,79.2
JPN,men,2008,79.3
JPN,men,2009,79.6
JPN,men,2010,79.6
JPN,men,2011,79.4
JPN,men,2012,79.9
JPN,men,2013,80.2
JPN,men,2014,80.5
JPN,men,2015,80.8
JPN,men,2016,81
JPN,men,2017,81.1
JPN,men,2018,81.3
JPN,men,2019,81.4
JPN,men,2020,81.6
JPN,everyone,1960,67.8
JPN,everyone,1961,68.4
JPN,everyone,1962,68.7
JPN,everyone,1963,69.8
JPN,everyone,1964,70.3
JPN,everyone,1965,70.3
JPN,everyone,1966,71
JPN,everyone,1967,71.5
JPN,everyone,1968,71.7
JPN,everyone,1969,71.9
JPN,everyone,1970,72
JPN,everyone,1971,72.9
JPN,everyone,1972,73.2
JPN,everyone,1973,73.4
JPN,everyone,1974,73.7
JPN,everyone,1975,74.3
JPN,everyone,1976,74.8
JPN,everyone,1977,75.3
JPN,everyone,1978,75.7
JPN,everyone,1979,76.2
JPN,everyone,1980,76.1
JPN,everyone,1981,76.5
JPN,everyone,1982,76.9
JPN,everyone,1983,77
JPN,everyone,1984,77.4
JPN,everyone,1985,77.6
JPN,everyone,1986,78.1
JPN,everyone,1987,78.5
JPN,everyone,1988,78.4
JPN,everyone,1989,78.8
JPN,everyone,1990,78.9
JPN,everyone,1991,79.1
JPN,everyone,1992,79.2
JPN,everyone,1993,79.4
JPN,everyone,1994,79.8
JPN,everyone,1995,79.6
JPN,everyone,1996,80.3
JPN,everyone,1997,80.5
JPN,everyone,1998,80.6
JPN,everyone,1999,80.5
JPN,everyone,2000,81.2
JPN,everyone,2001,81.5
JPN,everyone,2002,81.8
JPN,everyone,2003,81.8
JPN,everyone,2004,82.1
JPN,everyone,2005,82
JPN,everyone,2006,82.4
JPN,everyone,2007,82.6
JPN,everyone,2008,82.7
JPN,everyone,2009,83
JPN,everyone,2010,82.9
JPN,everyone,2011,82.7
JPN,everyone,2012,83.2
JPN,everyone,2013,83.4
JPN,everyone,2014,83.7
JPN,everyone,2015,83.9
JPN,everyone,2016,84.1
JPN,everyone,2017,84.2
JPN,everyone,2018,84.3
JPN,everyone,2019,84.4
JPN,everyone,2020,84.7
JPN,women,1960,70.2
JPN,women,1961,70.8
JPN,women,1962,71.2
JPN,women,1963,72.3
JPN,women,1964,72.9
JPN,women,1965,72.9
JPN,women,1966,73.6
JPN,women,1967,74.2
JPN,women,1968,74.3
JPN,women,1969,74.7
JPN,women,1970,74.7
JPN,women,1971,75.6
JPN,women,1972,75.9
JPN,women,1973,76
JPN,women,1974,76.3
JPN,women,1975,76.9
JPN,women,1976,77.4
JPN,women,1977,78
JPN,women,1978,78.3
JPN,women,1979,78.9
JPN,women,1980,78.8
JPN,women,1981,79.1
JPN,women,1982,79.7
JPN,women,1983,79.8
JPN,women,1984,80.2
JPN,women,1985,80.5
JPN,women,1986,80.9
JPN,women,1987,81.4
JPN,women,1988,81.3
JPN,women,1989,81.8
JPN,women,1990,81.9
JPN,women,1991,82.1
JPN,women,1992,82.2
JPN,women,1993,82.5
JPN,women,1994,83
JPN,women,1995,82.9
JPN,women,1996,83.6
JPN,women,1997,83.8
JPN,women,1998,84
JPN,women,1999,84
JPN,women,2000,84.6
JPN,women,2001,84.9
JPN,women,2002,85.2
JPN,women,2003,85.3
JPN,women,2004,85.6
JPN,women,2005,85.5
JPN,women,2006,85.8
JPN,women,2007,86
JPN,women,2008,86.1
JPN,women,2009,86.4
JPN,women,2010,86.3
JPN,women,2011,85.9
JPN,women,2012,86.4
JPN,women,2013,86.6
JPN,women,2014,86.8
JPN,women,2015,87
JPN,women,2016,87.1
JPN,women,2017,87.3
JPN,women,2018,87.3
JPN,women,2019,87.4
JPN,women,2020,87.7
KOR,men,1970,58.7
KOR,men,1971,59.1
KOR,men,1972,59.4
KOR,men,1973,59.7
KOR,men,1974,60
KOR,men,1975,60.3
KOR,men,1976,60.6
KOR,men,1977,60.9
KOR,men,1978,61.1
KOR,men,1979,61.4
KOR,men,1980,61.9
KOR,men,1981,62.4
KOR,men,1982,62.9
KOR,men,1983,63.4
KOR,men,1984,64
KOR,men,1985,64.6
KOR,men,1986,65.3
KOR,men,1987,65.9
KOR,men,1988,66.5
KOR,men,1989,67
KOR,men,1990,67.5
KOR,men,1991,67.9
KOR,men,1992,68.4
KOR,men,1993,68.9
KOR,men,1994,69.3
KOR,men,1995,69.7
KOR,men,1996,70.2
KOR,men,1997,70.7
KOR,men,1998,71.2
KOR,men,1999,71.8
KOR,men,2000,72.3
KOR,men,2001,72.9
KOR,men,2002,73.4
KOR,men,2003,73.8
KOR,men,2004,74.3
KOR,men,2005,74.9
KOR,men,2006,75.4
KOR,men,2007,75.9
KOR,men,2008,76.2
KOR,men,2009,76.7
KOR,men,2010,76.8
KOR,men,2011,77.3
KOR,men,2012,77.6
KOR,men,2013,78.1
KOR,men,2014,78.6
KOR,men,2015,79
KOR,men,2016,79.3
KOR,men,2017,79.7
KOR,men,2018,79.7
KOR,men,2019,80.3
KOR,everyone,1970,62.3
KOR,everyone,1971,62.7
KOR,everyone,1972,63.1
KOR,everyone,1973,63.5
KOR,everyone,1974,63.9
KOR,everyone,1975,64.3
KOR,everyone,1976,64.6
KOR,everyone,1977,65
KOR,everyone,1978,65.3
KOR,everyone,1979,65.6
KOR,everyone,1980,66.1
KOR,everyone,1981,66.7
KOR,everyone,1982,67.2
KOR,everyone,1983,67.7
KOR,everyone,1984,68.3
KOR,everyone,1985,68.9
KOR,everyone,1986,69.5
KOR,everyone,1987,70.1
KOR,everyone,1988,70.7
KOR,everyone,1989,71.2
KOR,everyone,1990,71.7
KOR,everyone,1991,72.2
KOR,everyone,1992,72.6
KOR,everyone,1993,73.1
KOR,everyone,1994,73.5
KOR,everyone,1995,73.8
KOR,everyone,1996,74.2
KOR,everyone,1997,74.7
KOR,everyone,1998,75.1
KOR,everyone,1999,75.5
KOR,everyone,2000,76
KOR,everyone,2001,76.5
KOR,everyone,2002,76.8
KOR,everyone,2003,77.3
KOR,everyone,2004,77.8
KOR,everyone,2005,78.2
KOR,everyone,2006,78.8
KOR,everyone,2007,79.2
KOR,everyone,2008,79.6
KOR,everyone,2009,80
KOR,everyone,2010,80.2
KOR,everyone,2011,80.6
KOR,everyone,2012,80.9
KOR,everyone,2013,81.4
KOR,everyone,2014,81.8
KOR,everyone,2015,82.1
KOR,everyone,2016,82.4
KOR,everyone,2017,82.7
KOR,everyone,2018,82.7
KOR,everyone,2019,83.3
KOR,women,1970,65.8
KOR,women,1971,66.3
KOR,women,1972,66.8
KOR,women,1973,67.3
KOR,women,1974,67.8
KOR,women,1975,68.2
KOR,women,1976,68.6
KOR,women,1977,69.1
KOR,women,1978,69.5
KOR,women,1979,69.9
KOR,women,1980,70.4
KOR,women,1981,70.9
KOR,women,1982,71.5
KOR,women,1983,71.9
KOR,women,1984,72.6
KOR,women,1985,73.2
KOR,women,1986,73.8
KOR,women,1987,74.3
KOR,women,1988,74.8
KOR,women,1989,75.3
KOR,women,1990,75.9
KOR,women,1991,76.4
KOR,women,1992,76.8
KOR,women,1993,77.3
KOR,women,1994,77.7
KOR,women,1995,77.9
KOR,women,1996,78.3
KOR,women,1997,78.7
KOR,women,1998,79
KOR,women,1999,79.2
KOR,women,2000,79.7
KOR,women,2001,80.1
KOR,women,2002,80.3
KOR,women,2003,80.8
KOR,women,2004,81.2
KOR,women,2005,81.6
KOR,women,2006,82.1
KOR,women,2007,82.5
KOR,women,2008,83
KOR,women,2009,83.4
KOR,women,2010,83.6
KOR,women,2011,84
KOR,women,2012,84.2
KOR,women,2013,84.6
KOR,women,2014,85
KOR,women,2015,85.2
KOR,women,2016,85.4
KOR,women,2017,85.7
KOR,women,2018,85.7
KOR,women,2019,86.3
LUX,men,1960,66.5
LUX,men,1971,66.2
LUX,men,1972,67.7
LUX,men,1973,66.9
LUX,men,1974,67.1
LUX,men,1975,67.3
LUX,men,1976,67.2
LUX,men,1977,68.2
LUX,men,1978,68.5
LUX,men,1979,69
LUX,men,1980,70
LUX,men,1981,68.9
LUX,men,1982,68.9
LUX,men,1983,69.9
LUX,men,1984,69.7
LUX,men,1985,70.3
LUX,men,1986,70.7
LUX,men,1987,70.6
LUX,men,1988,71
LUX,men,1989,71.2
LUX,men,1990,72.4
LUX,men,1991,72
LUX,men,1992,71.9
LUX,men,1993,72.2
LUX,men,1994,73.2
LUX,men,1995,73
LUX,men,1996,73.3
LUX,men,1997,74
LUX,men,1998,73.7
LUX,men,1999,74.4
LUX,men,2000,74.6
LUX,men,2001,75.1
LUX,men,2002,74.6
LUX,men,2003,74.8
LUX,men,2004,76
LUX,men,2005,76.7
LUX,men,2006,76.8
LUX,men,2007,76.7
LUX,men,2008,78.1
LUX,men,2009,78.1
LUX,men,2010,77.9
LUX,men,2011,78.5
LUX,men,2012,79.1
LUX,men,2013,79.8
LUX,men,2014,79.4
LUX,men,2015,80
LUX,men,2016,80.1
LUX,men,2017,79.9
LUX,men,2018,80.1
LUX,men,2019,80.2
LUX,men,2020,79.4
LUX,everyone,1960,69.4
LUX,everyone,1971,69.7
LUX,everyone,1972,70.9
LUX,everyone,1973,70.8
LUX,everyone,1974,70.8
LUX,everyone,1975,70.8
LUX,everyone,1976,70.8
LUX,everyone,1977,72.2
LUX,everyone,1978,72.1
LUX,everyone,1979,72.8
LUX,everyone,1980,72.8
LUX,everyone,1981,72.6
LUX,everyone,1982,72.7
LUX,everyone,1983,73.5
LUX,everyone,1984,73.3
LUX,everyone,1985,73.8
LUX,everyone,1986,74.7
LUX,everyone,1987,74.3
LUX,everyone,1988,75
LUX,everyone,1989,74.8
LUX,everyone,1990,75.6
LUX,everyone,1991,75.7
LUX,everyone,1992,75.3
LUX,everyone,1993,75.9
LUX,everyone,1994,76.6
LUX,everyone,1995,76.8
LUX,everyone,1996,76.8
LUX,everyone,1997,77
LUX,everyone,1998,77.3
LUX,everyone,1999,77.9
LUX,everyone,2000,78
LUX,everyone,2001,77.9
LUX,everyone,2002,78.1
LUX,everyone,2003,77.8
LUX,everyone,2004,79.2
LUX,everyone,2005,79.5
LUX,everyone,2006,79.4
LUX,everyone,2007,79.5
LUX,everyone,2008,80.6
LUX,everyone,2009,80.7
LUX,everyone,2010,80.7
LUX,everyone,2011,81.1
LUX,everyone,2012,81.5
LUX,everyone,2013,81.9
LUX,everyone,2014,82.3
LUX,everyone,2015,82.4
LUX,everyone,2016,82.8
LUX,everyone,2017,82.2
LUX,everyone,2018,82.4
LUX,everyone,2019,82.7
LUX,everyone,2020,81.8
LUX,women,1960,72.2
LUX,women,1968,73.5
LUX,women,1969,73.4
LUX,women,1970,73
LUX,women,1971,73.1
LUX,women,1972,74.1
LUX,women,1973,74.6
LUX,women,1974,74.5
LUX,women,1975,74.3
LUX,women,1976,74.3
LUX,women,1977,76.2
LUX,women,1978,75.6
LUX,women,1979,76.5
LUX,women,1980,75.6
LUX,women,1981,76.3
LUX,women,1982,76.4
LUX,women,1983,77.1
LUX,women,1984,76.9
LUX,women,1985,77.3
LUX,women,1986,78.7
LUX,women,1987,77.9
LUX,women,1988,79
LUX,women,1989,78.4
LUX,women,1990,78.7
LUX,women,1991,79.3
LUX,women,1992,78.6
LUX,women,1993,79.6
LUX,women,1994,79.9
LUX,women,1995,80.6
LUX,women,1996,80.2
LUX,women,1997,80
LUX,women,1998,80.8
LUX,women,1999,81.4
LUX,women,2000,81.3
LUX,women,2001,80.7
LUX,women,2002,81.5
LUX,women,2003,80.8
LUX,women,2004,82.4
LUX,women,2005,82.3
LUX,women,2006,81.9
LUX,women,2007,82.2
LUX,women,2008,83.1
LUX,women,2009,83.3
LUX,women,2010,83.5
LUX,women,2011,83.6
LUX,women,2012,83.8
LUX,women,2013,83.9
LUX,women,2014,85.2
LUX,women,2015,84.7
LUX,women,2016,85.4
LUX,women,2017,84.4
LUX,women,2018,84.6
LUX,women,2019,85.2
LUX,women,2020,84.2
MEX,men,1960,55.8
MEX,men,1961,56.5
MEX,men,1962,57.1
MEX,men,1963,57.6
MEX,men,1964,58.1
MEX,men,1965,58.5
MEX,men,1966,58.8
MEX,men,1967,59
MEX,men,1968,59.2
MEX,men,1969,59.5
MEX,men,1970,58.5
MEX,men,1971,60.2
MEX,men,1972,60.7
MEX,men,1973,61.2
MEX,men,1974,61.7
MEX,men,1975,62
MEX,men,1976,62.4
MEX,men,1977,62.8
MEX,men,1978,63.1
MEX,men,1979,63.6
MEX,men,1980,64.1
MEX,men,1981,64.6
MEX,men,1982,65.1
MEX,men,1983,65.6
MEX,men,1984,66.1
MEX,men,1985,66.6
MEX,men,1986,67
MEX,men,1987,67.3
MEX,men,1988,67.7
MEX,men,1989,67.9
MEX,men,1990,67
MEX,men,1991,68.6
MEX,men,1992,68.9
MEX,men,1993,69.2
MEX,men,1994,69.4
MEX,men,1995,69.5
MEX,men,1996,70
MEX,men,1997,70.4
MEX,men,1998,70.7
MEX,men,1999,71.3
MEX,men,2000,72
MEX,men,2001,72.4
MEX,men,2002,72.4
MEX,men,2003,72.4
MEX,men,2004,72.8
MEX,men,2005,72.6
MEX,men,2006,72.9
MEX,men,2007,72.7
MEX,men,2008,72.2
MEX,men,2009,71.9
MEX,men,2010,71.6
MEX,men,2011,71.8
MEX,men,2012,72
MEX,men,2013,72.1
MEX,men,2014,72.1
MEX,men,2015,71.9
MEX,men,2016,72
MEX,men,2017,72
MEX,men,2018,72.2
MEX,men,2019,72.2
MEX,everyone,1960,57.5
MEX,everyone,1961,58.2
MEX,everyone,1962,58.8
MEX,everyone,1963,59.3
MEX,everyone,1964,59.9
MEX,everyone,1965,60.3
MEX,everyone,1966,60.7
MEX,everyone,1967,61
MEX,everyone,1968,61.3
MEX,everyone,1969,61.6
MEX,everyone,1970,60.9
MEX,everyone,1971,62.4
MEX,everyone,1972,63.1
MEX,everyone,1973,63.7
MEX,everyone,1974,64.2
MEX,everyone,1975,64.7
MEX,everyone,1976,65.2
MEX,everyone,1977,65.7
MEX,everyone,1978,66.1
MEX,everyone,1979,66.6
MEX,everyone,1980,67.2
MEX,everyone,1981,67.7
MEX,everyone,1982,68.2
MEX,everyone,1983,68.6
MEX,everyone,1984,69.1
MEX,everyone,1985,69.5
MEX,everyone,1986,69.9
MEX,everyone,1987,70.2
MEX,everyone,1988,70.6
MEX,everyone,1989,70.8
MEX,everyone,1990,70.5
MEX,everyone,1991,71.6
MEX,everyone,1992,71.9
MEX,everyone,1993,72
MEX,everyone,1994,72.3
MEX,everyone,1995,72.3
MEX,everyone,1996,72.7
MEX,everyone,1997,73.1
MEX,everyone,1998,73.5
MEX,everyone,1999,74
MEX,everyone,2000,74.7
MEX,everyone,2001,75
MEX,everyone,2002,75.1
MEX,everyone,2003,75.1
MEX,everyone,2004,75.4
MEX,everyone,2005,75.2
MEX,everyone,2006,75.5
MEX,everyone,2007,75.3
MEX,everyone,2008,75.1
MEX,everyone,2009,74.9
MEX,everyone,2010,74.8
MEX,everyone,2011,74.9
MEX,everyone,2012,75
MEX,everyone,2013,75
MEX,everyone,2014,74.9
MEX,everyone,2015,74.7
MEX,everyone,2016,74.8
MEX,everyone,2017,74.9
MEX,everyone,2018,75
MEX,everyone,2019,75.1
MEX,women,1960,59.2
MEX,women,1961,59.8
MEX,women,1962,60.5
MEX,women,1963,61
MEX,women,1964,61.6
MEX,women,1965,62.1
MEX,women,1966,62.5
MEX,women,1967,62.9
MEX,women,1968,63.3
MEX,women,1969,63.7
MEX,women,1970,63.2
MEX,women,1971,64.6
MEX,women,1972,65.4
MEX,women,1973,66.1
MEX,women,1974,66.7
MEX,women,1975,67.3
MEX,women,1976,67.9
MEX,women,1977,68.5
MEX,women,1978,69
MEX,women,1979,69.6
MEX,women,1980,70.2
MEX,women,1981,70.7
MEX,women,1982,71.2
MEX,women,1983,71.6
MEX,women,1984,72
MEX,women,1985,72.4
MEX,women,1986,72.8
MEX,women,1987,73.1
MEX,women,1988,73.5
MEX,women,1989,73.6
MEX,women,1990,74
MEX,women,1991,74.6
MEX,women,1992,74.9
MEX,women,1993,74.9
MEX,women,1994,75.1
MEX,women,1995,75
MEX,women,1996,75.4
MEX,women,1997,75.9
MEX,women,1998,76.3
MEX,women,1999,76.7
MEX,women,2000,77.4
MEX,women,2001,77.7
MEX,women,2002,77.7
MEX,women,2003,77.7
MEX,women,2004,78
MEX,women,2005,77.8
MEX,women,2006,78.2
MEX,women,2007,78
MEX,women,2008,78.1
MEX,women,2009,77.9
MEX,women,2010,77.9
MEX,women,2011,78
MEX,women,2012,78
MEX,women,2013,78
MEX,women,2014,77.8
MEX,women,2015,77.6
MEX,women,2016,77.7
MEX,women,2017,77.8
MEX,women,2018,77.9
MEX,women,2019,78
NLD,men,1960,71.5
NLD,men,1961,71.6
NLD,men,1962,71.1
NLD,men,1963,71
NLD,men,1964,71.3
NLD,men,1965,71.1
NLD,men,1966,71
NLD,men,1967,71.2
NLD,men,1968,70.9
NLD,men,1969,70.9
NLD,men,1970,70.8
NLD,men,1971,71
NLD,men,1972,70.8
NLD,men,1973,71.3
NLD,men,1974,71.6
NLD,men,1975,71.5
NLD,men,1976,71.5
NLD,men,1977,72.1
NLD,men,1978,72
NLD,men,1979,72.5
NLD,men,1980,72.5
NLD,men,1981,72.7
NLD,men,1982,72.7
NLD,men,1983,72.9
NLD,men,1984,73
NLD,men,1985,73.1
NLD,men,1986,73.1
NLD,men,1987,73.5
NLD,men,1988,73.7
NLD,men,1989,73.7
NLD,men,1990,73.8
NLD,men,1991,74.1
NLD,men,1992,74.3
NLD,men,1993,74
NLD,men,1994,74.6
NLD,men,1995,74.6
NLD,men,1996,74.7
NLD,men,1997,75.2
NLD,men,1998,75.2
NLD,men,1999,75.3
NLD,men,2000,75.6
NLD,men,2001,75.8
NLD,men,2002,76
NLD,men,2003,76.3
NLD,men,2004,76.9
NLD,men,2005,77.2
NLD,men,2006,77.7
NLD,men,2007,78.1
NLD,men,2008,78.4
NLD,men,2009,78.7
NLD,men,2010,78.9
NLD,men,2011,79.4
NLD,men,2012,79.3
NLD,men,2013,79.5
NLD,men,2014,80
NLD,men,2015,79.9
NLD,men,2016,80
NLD,men,2017,80.2
NLD,men,2018,80.3
NLD,men,2019,80.6
NLD,men,2020,79.8
NLD,everyone,1960,73.5
NLD,everyone,1961,73.8
NLD,everyone,1962,73.4
NLD,everyone,1963,73.4
NLD,everyone,1964,73.8
NLD,everyone,1965,73.6
NLD,everyone,1966,73.6
NLD,everyone,1967,73.9
NLD,everyone,1968,73.7
NLD,everyone,1969,73.6
NLD,everyone,1970,73.7
NLD,everyone,1971,73.9
NLD,everyone,1972,73.8
NLD,everyone,1973,74.2
NLD,everyone,1974,74.6
NLD,everyone,1975,74.6
