alpha3,sex,year,life_expectancy
AUS,men,1960,67.9
AUS,men,1961,68
AUS,men,1962,67.8
AUS,men,1963,67.9
AUS,men,1964,67.5
AUS,men,1965,67.7
AUS,men,1966,67.6
AUS,men,1967,67.8
AUS,men,1968,67.5
AUS,men,1969,67.5
AUS,men,1970,67.4
AUS,men,1971,68.3
AUS,men,1972,68.6
AUS,men,1973,68.6
AUS,men,1974,68.4
AUS,men,1975,69.2
AUS,men,1976,69.3
AUS,men,1977,69.9
AUS,men,1978,70.2
AUS,men,1979,70.8
AUS,men,1980,71
AUS,men,1981,71.4
AUS,men,1982,71.2
AUS,men,1983,72.1
AUS,men,1984,72.5
AUS,men,1985,72.4
AUS,men,1986,72.9
AUS,men,1987,73.1
AUS,men,1988,73.1
AUS,men,1989,73.3
AUS,men,1990,73.9
AUS,men,1991,74.4
AUS,men,1992,74.5
AUS,men,1993,75
AUS,men,1994,75
AUS,men,1995,75
AUS,men,1996,75.2
AUS,men,1997,75.6
AUS,men,1998,75.9
AUS,men,1999,76.2
AUS,men,2000,76.6
AUS,men,2001,77
AUS,men,2002,77.4
AUS,men,2003,77.8
AUS,men,2004,78.1
AUS,men,2005,78.5
AUS,men,2006,78.7
AUS,men,2007,79
AUS,men,2008,79.2
AUS,men,2009,79.3
AUS,men,2010,79.5
AUS,men,2011,79.7
AUS,men,2012,79.9
AUS,men,2013,80.1
AUS,men,2014,80.3
AUS,men,2015,80.4
AUS,men,2016,80.4
AUS,men,2017,80.5
AUS,men,2018,80.7
AUS,men,2019,80.9
AUS,everyone,1960,70.9
AUS,everyone,1961,71.2
AUS,everyone,1962,71
AUS,everyone,1963,71.1
AUS,everyone,1964,70.7
AUS,everyone,1965,71
AUS,everyone,1966,70.8
AUS,everyone,1967,71.2
AUS,everyone,1968,70.9
AUS,everyone,1969,71.1
AUS,everyone,1970,70.8
AUS,everyone,1971,71.6
AUS,everyone,1972,72
AUS,everyone,1973,72.1
AUS,everyone,1974,71.9
AUS,everyone,1975,72.7
AUS,everyone,1976,72.8
AUS,everyone,1977,73.4
AUS,everyone,1978,73.7
AUS,everyone,1979,74.3
AUS,everyone,1980,74.6
AUS,everyone,1981,74.9
AUS,everyone,1982,74.7
AUS,everyone,1983,75.5
AUS,everyone,1984,75.8
AUS,everyone,1985,75.6
AUS,everyone,1986,76.1
AUS,everyone,1987,76.3
AUS,everyone,1988,76.3
AUS,everyone,1989,76.5
AUS,everyone,1990,77
AUS,everyone,1991,77.4
AUS,everyone,1992,77.5
AUS,everyone,1993,78
AUS,everyone,1994,78
AUS,everyone,1995,77.9
AUS,everyone,1996,78.2
AUS,everyone,1997,78.5
AUS,everyone,1998,78.7
AUS,everyone,1999,79
AUS,everyone,2000,79.3
AUS,everyone,2001,79.7
AUS,everyone,2002,80
AUS,everyone,2003,80.3
AUS,everyone,2004,80.6
AUS,everyone,2005,80.9
AUS,everyone,2006,81.1
AUS,everyone,2007,81.4
AUS,everyone,2008,81.5
AUS,everyone,2009,81.6
AUS,everyone,2010,81.8
AUS,everyone,2011,82
AUS,everyone,2012,82.1
AUS,everyone,2013,82.2
AUS,everyone,2014,82.4
AUS,everyone,2015,82.5
AUS,everyone,2016,82.5
AUS,everyone,2017,82.6
AUS,everyone,2018,82.8
AUS,everyone,2019,83
AUS,women,1960,73.9
AUS,women,1961,74.4
AUS,women,1962,74.2
AUS,women,1963,74.2
AUS,women,1964,73.9
AUS,women,1965,74.2
AUS,women,1966,74
AUS,women,1967,74.5
AUS,women,1968,74.2
AUS,women,1969,74.6
AUS,women,1970,74.2
AUS,women,1971,74.9
AUS,women,1972,75.4
AUS,women,1973,75.5
AUS,women,1974,75.4
AUS,women,1975,76.2
AUS,women,1976,76.3
AUS,women,1977,76.8
AUS,women,1978,77.2
AUS,women,1979,77.8
AUS,women,1980,78.1
AUS,women,1981,78.4
AUS,women,1982,78.2
AUS,women,1983,78.8
AUS,women,1984,79
AUS,women,1985,78.8
AUS,women,1986,79.2
AUS,women,1987,79.5
AUS,women,1988,79.5
AUS,women,1989,79.6
AUS,women,1990,80.1
AUS,women,1991,80.4
AUS,women,1992,80.4
AUS,women,1993,80.9
AUS,women,1994,80.9
AUS,women,1995,80.8
AUS,women,1996,81.1
AUS,women,1997,81.3
AUS,women,1998,81.5
AUS,women,1999,81.8
AUS,women,2000,82
AUS,women,2001,82.4
AUS,women,2002,82.6
AUS,women,2003,82.8
AUS,women,2004,83
AUS,women,2005,83.3
AUS,women,2006,83.5
AUS,women,2007,83.7
AUS,women,2008,83.7
AUS,women,2009,83.9
AUS,women,2010,84
AUS,women,2011,84.2
AUS,women,2012,84.3
AUS,women,2013,84.3
AUS,women,2014,84.4
AUS,women,2015,84.5
AUS,women,2016,84.6
AUS,women,2017,84.6
AUS,women,2018,84.9
AUS,women,2019,85
AUT,men,1960,65.4
AUT,men,1961,66.5
AUT,men,1962,66.3
AUT,men,1963,66.4
AUT,men,1964,66.8
AUT,men,1965,66.6
AUT,men,1966,66.9
AUT,men,1967,66.6
AUT,men,1968,66.8
AUT,men,1969,66.5
AUT,men,1970,66.5
AUT,men,1971,66.7
AUT,men,1972,67
AUT,men,1973,67.6
AUT,men,1974,67.5
AUT,men,1975,67.7
AUT,men,1976,68.2
AUT,men,1977,68.5
AUT,men,1978,68.5
AUT,men,1979,68.8
AUT,men,1980,69
AUT,men,1981,69.3
AUT,men,1982,69.4
AUT,men,1983,69.5
AUT,men,1984,70.1
AUT,men,1985,70.4
AUT,men,1986,71
AUT,men,1987,71.5
AUT,men,1988,71.9
AUT,men,1989,71.9
AUT,men,1990,72.3
AUT,men,1991,72.3
AUT,men,1992,72.5
AUT,men,1993,72.8
AUT,men,1994,73.2
AUT,men,1995,73.4
AUT,men,1996,73.7
AUT,men,1997,74.1
AUT,men,1998,74.5
AUT,men,1999,74.9
AUT,men,2000,75.2
AUT,men,2001,75.6
AUT,men,2002,75.8
AUT,men,2003,75.9
AUT,men,2004,76.4
AUT,men,2005,76.6
AUT,men,2006,77.1
AUT,men,2007,77.4
AUT,men,2008,77.7
AUT,men,2009,77.6
AUT,men,2010,77.8
AUT,men,2011,78.3
AUT,men,2012,78.4
AUT,men,2013,78.6
AUT,men,2014,79.1
AUT,men,2015,78.8
AUT,men,2016,79.3
AUT,men,2017,79.4
AUT,men,2018,79.4
AUT,men,2019,79.7
AUT,men,2020,78.9
AUT,everyone,1960,68.7
AUT,everyone,1961,69.7
AUT,everyone,1962,69.4
AUT,everyone,1963,69.6
AUT,everyone,1964,70
AUT,everyone,1965,69.8
AUT,everyone,1966,70.2
AUT,everyone,1967,70
AUT,everyone,1968,70.2
AUT,everyone,1969,69.9
AUT,everyone,1970,70
AUT,everyone,1971,70.2
AUT,everyone,1972,70.6
AUT,everyone,1973,71.1
AUT,everyone,1974,71.1
AUT,everyone,1975,71.2
AUT,everyone,1976,71.7
AUT,everyone,1977,72
AUT,everyone,1978,72.1
AUT,everyone,1979,72.4
AUT,everyone,1980,72.6
AUT,everyone,1981,72.9
AUT,everyone,1982,73.1
AUT,everyone,1983,73.1
AUT,everyone,1984,73.7
AUT,everyone,1985,73.9
AUT,everyone,1986,74.4
AUT,everyone,1987,74.9
AUT,everyone,1988,75.3
AUT,everyone,1989,75.4
AUT,everyone,1990,75.7
AUT,everyone,1991,75.7
AUT,everyone,1992,75.9
AUT,everyone,1993,76.2
AUT,everyone,1994,76.5
AUT,everyone,1995,76.8
AUT,everyone,1996,77
AUT,everyone,1997,77.4
AUT,everyone,1998,77.8
AUT,everyone,1999,78
AUT,everyone,2000,78.2
AUT,everyone,2001,78.7
AUT,everyone,2002,78.8
AUT,everyone,2003,78.7
AUT,everyone,2004,79.3
AUT,everyone,2005,79.4
AUT,everyone,2006,80
AUT,everyone,2007,80.3
AUT,everyone,2008,80.5
AUT,everyone,2009,80.4
AUT,everyone,2010,80.7
AUT,everyone,2011,81.1
AUT,everyone,2012,81
AUT,everyone,2013,81.2
AUT,everyone,2014,81.6
AUT,everyone,2015,81.3
AUT,everyone,2016,81.7
AUT,everyone,2017,81.7
AUT,everyone,2018,81.8
AUT,everyone,2019,82
AUT,everyone,2020,81.3
AUT,women,1960,71.9
AUT,women,1961,72.8
AUT,women,1962,72.5
AUT,women,1963,72.7
AUT,women,1964,73.2
AUT,women,1965,73
AUT,women,1966,73.4
AUT,women,1967,73.4
AUT,women,1968,73.5
AUT,women,1969,73.3
AUT,women,1970,73.5
AUT,women,1971,73.7
AUT,women,1972,74.1
AUT,women,1973,74.6
AUT,women,1974,74.7
AUT,women,1975,74.7
AUT,women,1976,75.1
AUT,women,1977,75.5
AUT,women,1978,75.7
AUT,women,1979,76
AUT,women,1980,76.1
AUT,women,1981,76.5
AUT,women,1982,76.7
AUT,women,1983,76.7
AUT,women,1984,77.3
AUT,women,1985,77.4
AUT,women,1986,77.8
AUT,women,1987,78.2
AUT,women,1988,78.7
AUT,women,1989,78.8
AUT,women,1990,79
AUT,women,1991,79.1
AUT,women,1992,79.3
AUT,women,1993,79.5
AUT,women,1994,79.8
AUT,women,1995,80.1
AUT,women,1996,80.2
AUT,women,1997,80.7
AUT,women,1998,81
AUT,women,1999,81
AUT,women,2000,81.2
AUT,women,2001,81.7
AUT,women,2002,81.7
AUT,women,2003,81.5
AUT,women,2004,82.1
AUT,women,2005,82.2
AUT,women,2006,82.8
AUT,women,2007,83.1
AUT,women,2008,83.3
AUT,women,2009,83.2
AUT,women,2010,83.5
AUT,women,2011,83.8
AUT,women,2012,83.6
AUT,women,2013,83.8
AUT,women,2014,84
AUT,women,2015,83.7
AUT,women,2016,84.1
AUT,women,2017,84
AUT,women,2018,84.1
AUT,women,2019,84.2
AUT,women,2020,83.6
BEL,men,1960,66.8
BEL,men,1961,67.6
BEL,men,1962,67.4
BEL,men,1963,67.1
BEL,men,1964,67.8
BEL,men,1965,67.6
BEL,men,1966,67.8
BEL,men,1967,67.9
BEL,men,1968,67.6
BEL,men,1969,67.6
BEL,men,1970,67.9
BEL,men,1971,67.9
BEL,men,1972,68.2
BEL,men,1973,68.4
BEL,men,1974,68.8
BEL,men,1975,68.8
BEL,men,1976,68.9
BEL,men,1977,69.5
BEL,men,1978,69.4
BEL,men,1979,69.9
BEL,men,1980,69.9
BEL,men,1981,70.3
BEL,men,1982,70.6
BEL,men,1983,70.6
BEL,men,1984,71
BEL,men,1985,71.1
BEL,men,1986,71.4
BEL,men,1987,72
BEL,men,1988,72.2
BEL,men,1989,72.3
BEL,men,1990,72.7
BEL,men,1991,72.9
BEL,men,1992,73
BEL,men,1993,73
BEL,men,1994,73.4
BEL,men,1995,73.5
BEL,men,1996,73.9
BEL,men,1997,74.2
BEL,men,1998,74.4
BEL,men,1999,74.4
BEL,men,2000,74.6
BEL,men,2001,74.9
BEL,men,2002,75.1
BEL,men,2003,75.3
BEL,men,2004,76
BEL,men,2005,76.2
BEL,men,2006,76.6
BEL,men,2007,77.1
BEL,men,2008,76.9
BEL,men,2009,77.4
BEL,men,2010,77.5
BEL,men,2011,78
BEL,men,2012,77.8
BEL,men,2013,78.1
BEL,men,2014,78.8
BEL,men,2015,78.7
BEL,men,2016,79
BEL,men,2017,79.2
BEL,men,2018,79.4
BEL,men,2019,79.8
BEL,men,2020,78.6
BEL,everyone,1960,69.8
BEL,everyone,1961,70.6
BEL,everyone,1962,70.3
BEL,everyone,1963,70.1
BEL,everyone,1964,70.9
BEL,everyone,1965,70.7
BEL,everyone,1966,70.8
BEL,everyone,1967,71.1
BEL,everyone,1968,70.8
BEL,everyone,1969,70.9
BEL,everyone,1970,71.1
BEL,everyone,1971,71.2
BEL,everyone,1972,71.5
BEL,everyone,1973,71.7
BEL,everyone,1974,72.1
BEL,everyone,1975,72.1
BEL,everyone,1976,72.2
BEL,everyone,1977,72.9
BEL,everyone,1978,72.8
BEL,everyone,1979,73.3
BEL,everyone,1980,73.3
BEL,everyone,1981,73.7
BEL,everyone,1982,74
BEL,everyone,1983,74
BEL,everyone,1984,74.5
BEL,everyone,1985,74.6
BEL,everyone,1986,74.8
BEL,everyone,1987,75.5
BEL,everyone,1988,75.7
BEL,everyone,1989,75.7
BEL,everyone,1990,76.1
BEL,everyone,1991,76.3
BEL,everyone,1992,76.5
BEL,everyone,1993,76.5
BEL,everyone,1994,76.8
BEL,everyone,1995,77
BEL,everyone,1996,77.3
BEL,everyone,1997,77.5
BEL,everyone,1998,77.6
BEL,everyone,1999,77.7
BEL,everyone,2000,77.8
BEL,everyone,2001,78.1
BEL,everyone,2002,78.2
BEL,everyone,2003,78.2
BEL,everyone,2004,79
BEL,everyone,2005,79.1
BEL,everyone,2006,79.5
BEL,everyone,2007,79.9
BEL,everyone,2008,79.8
BEL,everyone,2009,80.1
BEL,everyone,2010,80.3
BEL,everyone,2011,80.7
BEL,everyone,2012,80.5
BEL,everyone,2013,80.7
BEL,everyone,2014,81.4
BEL,everyone,2015,81.1
BEL,everyone,2016,81.5
BEL,everyone,2017,81.6
BEL,everyone,2018,81.7
BEL,everyone,2019,82.1
BEL,everyone,2020,80.9
BEL,women,1960,72.8
BEL,women,1961,73.6
BEL,women,1962,73.2
BEL,women,1963,73.1
BEL,women,1964,73.9
BEL,women,1965,73.8
BEL,women,1966,73.8
BEL,women,1967,74.2
BEL,women,1968,73.9
BEL,women,1969,74.1
BEL,women,1970,74.2
BEL,women,1971,74.4
BEL,women,1972,74.8
BEL,women,1973,75
BEL,women,1974,75.3
BEL,women,1975,75.3
BEL,women,1976,75.5
BEL,women,1977,76.2
BEL,women,1978,76.1
BEL,women,1979,76.6
BEL,women,1980,76.7
BEL,women,1981,77.1
BEL,women,1982,77.3
BEL,women,1983,77.3
BEL,women,1984,78
BEL,women,1985,78.1
BEL,women,1986,78.2
BEL,women,1987,78.9
BEL,women,1988,79.1
BEL,women,1989,79.1
BEL,women,1990,79.5
BEL,women,1991,79.7
BEL,women,1992,79.9
BEL,women,1993,79.9
BEL,women,1994,80.2
BEL,women,1995,80.4
BEL,women,1996,80.7
BEL,women,1997,80.7
BEL,women,1998,80.7
BEL,women,1999,81
BEL,women,2000,81
BEL,women,2001,81.2
BEL,women,2002,81.2
BEL,women,2003,81.1
BEL,women,2004,81.9
BEL,women,2005,81.9
BEL,women,2006,82.3
BEL,women,2007,82.6
BEL,women,2008,82.6
BEL,women,2009,82.8
BEL,women,2010,83
BEL,women,2011,83.3
BEL,women,2012,83.1
BEL,women,2013,83.2
BEL,women,2014,83.9
BEL,women,2015,83.4
BEL,women,2016,84
BEL,women,2017,83.9
BEL,women,2018,83.9
BEL,women,2019,84.3
BEL,women,2020,83.1
CAN,men,1961,68.4
CAN,men,1966,68.8
CAN,men,1971,69.3
CAN,men,1976,70.2
CAN,men,1979,71.4
CAN,men,1980,71.7
CAN,men,1981,71.9
CAN,men,1982,72
CAN,men,1983,72.3
CAN,men,1984,72.7
CAN,men,1985,72.9
CAN,men,1986,73.1
CAN,men,1987,73.3
CAN,men,1988,73.5
CAN,men,1989,73.7
CAN,men,1990,73.9
CAN,men,1991,74.3
CAN,men,1992,74.5
CAN,men,1993,74.7
CAN,men,1994,74.8
CAN,men,1995,74.9
CAN,men,1996,75.2
CAN,men,1997,75.4
CAN,men,1998,75.7
CAN,men,1999,76
CAN,men,2000,76.3
CAN,men,2001,76.6
CAN,men,2002,76.9
CAN,men,2003,77.1
CAN,men,2004,77.4
CAN,men,2005,77.6
CAN,men,2006,77.9
CAN,men,2007,78.1
CAN,men,2008,78.3
CAN,men,2009,78.5
CAN,men,2010,78.8
CAN,men,2011,79.1
CAN,men,2012,79.4
CAN,men,2013,79.6
CAN,men,2014,79.7
CAN,men,2015,79.8
CAN,men,2016,79.9
CAN,men,2017,79.9
CAN,men,2018,79.9
CAN,men,2019,80
CAN,everyone,1961,71.3
CAN,everyone,1966,72
CAN,everyone,1971,72.9
CAN,everyone,1976,73.9
CAN,everyone,1979,75.1
CAN,everyone,1980,75.3
CAN,everyone,1981,75.5
CAN,everyone,1982,75.6
CAN,everyone,1983,75.9
CAN,everyone,1984,76.2
CAN,everyone,1985,76.3
CAN,everyone,1986,76.5
CAN,everyone,1987,76.6
CAN,everyone,1988,76.8
CAN,everyone,1989,77
CAN,everyone,1990,77.2
CAN,everyone,1991,77.5
CAN,everyone,1992,77.7
CAN,everyone,1993,77.8
CAN,everyone,1994,77.9
CAN,everyone,1995,77.9
CAN,everyone,1996,78.1
CAN,everyone,1997,78.3
CAN,everyone,1998,78.5
CAN,everyone,1999,78.7
CAN,everyone,2000,79
CAN,everyone,2001,79.2
CAN,everyone,2002,79.4
CAN,everyone,2003,79.6
CAN,everyone,2004,79.8
CAN,everyone,2005,80
CAN,everyone,2006,80.3
CAN,everyone,2007,80.4
CAN,everyone,2008,80.6
CAN,everyone,2009,80.8
CAN,everyone,2010,81.1
CAN,everyone,2011,81.3
CAN,everyone,2012,81.5
CAN,everyone,2013,81.7
CAN,everyone,2014,81.8
CAN,everyone,2015,81.9
CAN,everyone,2016,82
CAN,everyone,2017,82
CAN,everyone,2018,82
CAN,everyone,2019,82.1
CAN,everyone,2020,81.7
CAN,women,1961,74.2
CAN,women,1966,75.2
CAN,women,1971,76.4
CAN,women,1976,77.5
CAN,women,1979,78.8
CAN,women,1980,78.9
CAN,women,1981,79
CAN,women,1982,79.1
CAN,women,1983,79.4
CAN,women,1984,79.6
CAN,women,1985,79.7
CAN,women,1986,79.8
CAN,women,1987,79.9
CAN,women,1988,80.1
CAN,women,1989,80.3
CAN,women,1990,80.5
CAN,women,1991,80.7
CAN,women,1992,80.9
CAN,women,1993,80.9
CAN,women,1994,81
CAN,women,1995,80.9
CAN,women,1996,81
CAN,women,1997,81.1
CAN,women,1998,81.3
CAN,women,1999,81.4
CAN,women,2000,81.6
CAN,women,2001,81.8
CAN,women,2002,81.9
CAN,women,2003,82
CAN,women,2004,82.2
CAN,women,2005,82.3
CAN,women,2006,82.6
CAN,women,2007,82.7
CAN,women,2008,82.9
CAN,women,2009,83
CAN,women,2010,83.3
CAN,women,2011,83.5
CAN,women,2012,83.6
CAN,women,2013,83.8
CAN,women,2014,83.9
CAN,women,2015,83.9
CAN,women,2016,84
CAN,women,2017,84
CAN,women,2018,84.1
CAN,women,2019,84.2
CZE,men,1960,67.8
CZE,men,1961,67.7
CZE,men,1962,66.9
CZE,men,1963,67.3
CZE,men,1964,67.5
CZE,men,1965,67.2
CZE,men,1966,67.3
CZE,men,1967,67.1
CZE,men,1968,66.6
CZE,men,1969,66
CZE,men,1970,66.1
CZE,men,1971,66.2
CZE,men,1972,66.9
CZE,men,1973,66.6
CZE,men,1974,66.8
CZE,men,1975,67
CZE,men,1976,67.1
CZE,men,1977,67.2
CZE,men,1978,67.3
CZE,men,1979,67.4
CZE,men,1980,66.9
CZE,men,1981,67.2
CZE,men,1982,67.3
CZE,men,1983,67.1
CZE,men,1984,67.4
CZE,men,1985,67.5
CZE,men,1986,67.5
CZE,men,1987,67.9
CZE,men,1988,68.2
CZE,men,1989,68.2
CZE,men,1990,67.6
CZE,men,1991,68.2
CZE,men,1992,68.6
CZE,men,1993,69.3
CZE,men,1994,69.5
CZE,men,1995,69.7
CZE,men,1996,70.4
CZE,men,1997,70.5
CZE,men,1998,71.2
CZE,men,1999,71.5
CZE,men,2000,71.6
CZE,men,2001,72
CZE,men,2002,72.1
CZE,men,2003,72
CZE,men,2004,72.5
CZE,men,2005,72.9
CZE,men,2006,73.5
CZE,men,2007,73.8
CZE,men,2008,74.1
CZE,men,2009,74.3
CZE,men,2010,74.5
CZE,men,2011,74.8
CZE,men,2012,75.1
CZE,men,2013,75.2
CZE,men,2014,75.8
CZE,men,2015,75.7
CZE,men,2016,76.1
CZE,men,2017,76.1
CZE,men,2018,76.2
CZE,men,2019,76.4
CZE,men,2020,75.3
CZE,everyone,1960,70.7
CZE,everyone,1961,70.7
CZE,everyone,1962,69.9
CZE,everyone,1963,70.5
CZE,everyone,1964,70.7
CZE,everyone,1965,70.4
CZE,everyone,1966,70.6
CZE,everyone,1967,70.5
CZE,everyone,1968,70.1
CZE,everyone,1969,69.6
CZE,everyone,1970,69.6
CZE,everyone,1971,69.8
CZE,everyone,1972,70.3
CZE,everyone,1973,70.2
CZE,everyone,1974,70.2
CZE,everyone,1975,70.6
CZE,everyone,1976,70.7
CZE,everyone,1977,70.8
CZE,everyone,1978,70.9
CZE,everyone,1979,70.9
CZE,everyone,1980,70.5
CZE,everyone,1981,70.8
CZE,everyone,1982,70.9
CZE,everyone,1983,70.8
CZE,everyone,1984,71
CZE,everyone,1985,71.2
CZE,everyone,1986,71.1
CZE,everyone,1987,71.6
CZE,everyone,1988,71.8
CZE,everyone,1989,71.9
CZE,everyone,1990,71.6
CZE,everyone,1991,72
CZE,everyone,1992,72.5
CZE,everyone,1993,72.9
CZE,everyone,1994,73.2
CZE,everyone,1995,73.3
CZE,everyone,1996,74
CZE,everyone,1997,74.1
CZE,everyone,1998,74.7
CZE,everyone,1999,74.9
CZE,everyone,2000,75.1
CZE,everyone,2001,75.3
CZE,everyone,2002,75.4
CZE,everyone,2003,75.3
CZE,everyone,2004,75.8
CZE,everyone,2005,76.1
CZE,everyone,2006,76.7
CZE,everyone,2007,77
CZE,everyone,2008,77.3
CZE,everyone,2009,77.4
CZE,everyone,2010,77.7
CZE,everyone,2011,78
CZE,everyone,2012,78.2
CZE,everyone,2013,78.3
CZE,everyone,2014,78.9
CZE,everyone,2015,78.7
CZE,everyone,2016,79.1
CZE,everyone,2017,79.1
CZE,everyone,2018,79.1
CZE,everyone,2019,79.3
CZE,everyone,2020,78.3
CZE,women,1960,73.5
CZE,women,1961,73.6
CZE,women,1962,72.9
CZE,women,1963,73.6
CZE,women,1964,73.8
CZE,women,1965,73.5
CZE,women,1966,73.9
CZE,women,1967,73.8
CZE,women,1968,73.5
CZE,women,1969,73.2
CZE,women,1970,73.1
CZE,women,1971,73.4
CZE,women,1972,73.7
CZE,women,1973,73.8
CZE,women,1974,73.6
CZE,women,1975,74.1
CZE,women,1976,74.3
CZE,women,1977,74.3
CZE,women,1978,74.4
CZE,women,1979,74.4
CZE,women,1980,74
CZE,women,1981,74.4
CZE,women,1982,74.5
CZE,women,1983,74.4
CZE,women,1984,74.6
CZE,women,1985,74.8
CZE,women,1986,74.7
CZE,women,1987,75.3
CZE,women,1988,75.4
CZE,women,1989,75.5
CZE,women,1990,75.5
CZE,women,1991,75.8
CZE,women,1992,76.3
CZE,women,1993,76.5
CZE,women,1994,76.8
CZE,women,1995,76.8
CZE,women,1996,77.5
CZE,women,1997,77.6
CZE,women,1998,78.2
CZE,women,1999,78.3
CZE,women,2000,78.5
CZE,women,2001,78.5
CZE,women,2002,78.7
CZE,women,2003,78.6
CZE,women,2004,79.1
CZE,women,2005,79.2
CZE,women,2006,79.9
CZE,women,2007,80.2
CZE,women,2008,80.5
CZE,women,2009,80.5
CZE,women,2010,80.9
CZE,women,2011,81.1
CZE,women,2012,81.2
CZE,women,2013,81.3
CZE,women,2014,82
CZE,women,2015,81.6
CZE,women,2016,82.1
CZE,women,2017,82
CZE,women,2018,82
CZE,women,2019,82.2
CZE,women,2020,81.3
DNK,men,1960,70.4
DNK,men,1967,70.3
DNK,men,1968,70.6
DNK,men,1969,70.7
DNK,men,1970,70.7
DNK,men,1971,70.7
DNK,men,1972,70.7
DNK,men,1973,70.8
DNK,men,1974,71
DNK,men,1975,71.3
DNK,men,1976,70.9
DNK,men,1977,71.8
DNK,men,1978,71.5
DNK,men,1979,71.2
DNK,men,1980,71.2
DNK,men,1981,71.3
DNK,men,1982,71.6
DNK,men,1983,71.5
DNK,men,1984,71.7
DNK,men,1985,71.5
DNK,men,1986,71.8
DNK,men,1987,71.8
DNK,men,1988,72.1
DNK,men,1989,72
DNK,men,1990,72
DNK,men,1991,72.5
DNK,men,1992,72.6
DNK,men,1993,72.6
DNK,men,1994,72.8
DNK,men,1995,72.7
DNK,men,1996,73.1
DNK,men,1997,73.6
DNK,men,1998,74
DNK,men,1999,74.2
DNK,men,2000,74.5
DNK,men,2001,74.7
DNK,men,2002,74.8
DNK,men,2003,75
DNK,men,2004,75.4
DNK,men,2005,76
DNK,men,2006,76.1
DNK,men,2007,76.2
DNK,men,2008,76.5
DNK,men,2009,76.9
DNK,men,2010,77.2
DNK,men,2011,77.8
DNK,men,2012,78.1
DNK,men,2013,78.3
DNK,men,2014,78.7
DNK,men,2015,78.8
DNK,men,2016,79
DNK,men,2017,79.2
DNK,men,2018,79.1
DNK,men,2019,79.5
DNK,men,2020,79.6
DNK,everyone,1960,72.4
DNK,everyone,1967,72.6
DNK,everyone,1968,73
DNK,everyone,1969,73.2
DNK,everyone,1970,73.3
DNK,everyone,1971,73.3
DNK,everyone,1972,73.4
DNK,everyone,1973,73.6
DNK,everyone,1974,74
DNK,everyone,1975,74.2
DNK,everyone,1976,73.9
DNK,everyone,1977,74.9
DNK,everyone,1978,74.6
DNK,everyone,1979,74.4
DNK,everyone,1980,74.3
DNK,everyone,1981,74.4
DNK,everyone,1982,74.7
DNK,everyone,1983,74.6
DNK,everyone,1984,74.8
DNK,everyone,1985,74.6
DNK,everyone,1986,74.8
DNK,everyone,1987,74.9
DNK,everyone,1988,75
DNK,everyone,1989,75
DNK,everyone,1990,74.9
DNK,everyone,1991,75.3
DNK,everyone,1992,75.3
DNK,everyone,1993,75.2
DNK,everyone,1994,75.5
DNK,everyone,1995,75.3
DNK,everyone,1996,75.7
DNK,everyone,1997,76.1
DNK,everyone,1998,76.5
DNK,everyone,1999,76.6
DNK,everyone,2000,76.9
DNK,everyone,2001,77
DNK,everyone,2002,77.1
DNK,everyone,2003,77.4
DNK,everyone,2004,77.8
DNK,everyone,2005,78.3
DNK,everyone,2006,78.4
DNK,everyone,2007,78.4
DNK,everyone,2008,78.8
DNK,everyone,2009,79
DNK,everyone,2010,79.3
DNK,everyone,2011,79.9
DNK,everyone,2012,80.1
DNK,everyone,2013,80.4
DNK,everyone,2014,80.8
DNK,everyone,2015,80.8
DNK,everyone,2016,80.9
DNK,everyone,2017,81.2
DNK,everyone,2018,81
DNK,everyone,2019,81.5
DNK,everyone,2020,81.6
DNK,women,1960,74.4
DNK,women,1967,74.9
DNK,women,1968,75.4
DNK,women,1969,75.6
DNK,women,1970,75.9
DNK,women,1971,75.9
DNK,women,1972,76.1
DNK,women,1973,76.3
DNK,women,1974,76.9
DNK,women,1975,77.1
DNK,women,1976,76.8
DNK,women,1977,77.9
DNK,women,1978,77.6
DNK,women,1979,77.5
DNK,women,1980,77.3
DNK,women,1981,77.5
DNK,women,1982,77.8
DNK,women,1983,77.7
DNK,women,1984,77.8
DNK,women,1985,77.6
DNK,women,1986,77.7
DNK,women,1987,77.9
DNK,women,1988,77.8
DNK,women,1989,77.9
DNK,women,1990,77.8
DNK,women,1991,78.1
DNK,women,1992,78
DNK,women,1993,77.8
DNK,women,1994,78.2
DNK,women,1995,77.9
DNK,women,1996,78.3
DNK,women,1997,78.6
DNK,women,1998,79
DNK,women,1999,79
DNK,women,2000,79.2
DNK,women,2001,79.3
DNK,women,2002,79.4
DNK,women,2003,79.8
DNK,women,2004,80.2
DNK,women,2005,80.5
DNK,women,2006,80.7
DNK,women,2007,80.6
DNK,women,2008,81
DNK,women,2009,81.1
DNK,women,2010,81.4
DNK,women,2011,81.9
DNK,women,2012,82.1
DNK,women,2013,82.4
DNK,women,2014,82.8
DNK,women,2015,82.7
DNK,women,2016,82.8
DNK,women,2017,83.1
DNK,women,2018,82.9
DNK,women,2019,83.5
DNK,women,2020,83.6
FIN,men,1960,65.5
FIN,men,1963,65.4
FIN,men,1968,65.9
FIN,men,1970,66.5
FIN,men,1971,65.9
FIN,men,1972,66.6
FIN,men,1973,66.9
FIN,men,1974,66.9
FIN,men,1975,67.4
